Fecha,CCAA,Total casos,Incidencia Acumulada últimos 14 días,Hospitalizados,Ingreso UCI,Fallecidos,Curados,Nuevos
2020-02-25T14:24:24,Andalucía,0,0,,0,0,,
2020-02-25T14:24:24,Aragón,0,0,,0,0,,
2020-02-25T14:24:24,Asturias,0,0,,0,0,,
2020-02-25T14:24:24,Baleares,0,0,,0,0,,
2020-02-25T14:24:24,Canarias,0,0,,0,0,,
2020-02-25T14:24:24,Cantabria,0,0,,0,0,,
2020-02-25T14:24:24,Castilla-La Mancha,0,0,,0,0,,
2020-02-25T14:24:24,Castilla y León,0,0,,0,0,,
2020-02-25T14:24:24,Cataluña,1,0,,0,0,,
2020-02-25T14:24:24,Ceuta,0,0,,0,0,,
2020-02-25T14:24:24,C. Valenciana,1,0,,0,0,,
2020-02-25T14:24:24,Extremadura,0,0,,0,0,,
2020-02-25T14:24:24,Galicia,0,0,,0,0,,
2020-02-25T14:24:24,Madrid,2,0,,0,0,,
2020-02-25T14:24:24,Melilla,0,0,,0,0,,
2020-02-25T14:24:24,Murcia,0,0,,0,0,,
2020-02-25T14:24:24,Navarra,0,0,,0,0,,
2020-02-25T14:24:24,País Vasco,0,0,,0,0,,
2020-02-25T14:24:24,La Rioja,0,0,,0,0,,
2020-02-27T14:24:24,Andalucía,1,0,,0,0,,
2020-02-27T14:24:24,Aragón,0,0,,0,0,,
2020-02-27T14:24:24,Asturias,0,0,,0,0,,
2020-02-27T14:24:24,Baleares,1,0,,0,0,,
2020-02-27T14:24:24,Canarias,6,0,,0,0,,
2020-02-27T14:24:24,Cantabria,0,0,,0,0,,
2020-02-27T14:24:24,Castilla-La Mancha,0,0,,0,0,,
2020-02-27T14:24:24,Castilla y León,0,0,,0,0,,
2020-02-27T14:24:24,Cataluña,2,0,,0,0,,
2020-02-27T14:24:24,Ceuta,0,0,,0,0,,
2020-02-27T14:24:24,C. Valenciana,2,0,,0,0,,
2020-02-27T14:24:24,Extremadura,0,0,,0,0,,
2020-02-27T14:24:24,Galicia,0,0,,0,0,,
2020-02-27T14:24:24,Madrid,4,0,,0,0,,
2020-02-27T14:24:24,Melilla,0,0,,0,0,,
2020-02-27T14:24:24,Murcia,0,0,,0,0,,
2020-02-27T14:24:24,Navarra,0,0,,0,0,,
2020-02-27T14:24:24,País Vasco,0,0,,0,0,,
2020-02-27T14:24:24,La Rioja,0,0,,0,0,,
2020-02-28T14:24:24,Andalucía,6,0,,0,0,,
2020-02-28T14:24:24,Aragón,1,0,,0,0,,
2020-02-28T14:24:24,Asturias,0,0,,0,0,,
2020-02-28T14:24:24,Baleares,1,0,,0,0,,
2020-02-28T14:24:24,Canarias,6,0,,0,0,,
2020-02-28T14:24:24,Cantabria,0,0,,0,0,,
2020-02-28T14:24:24,Castilla-La Mancha,0,0,,0,0,,
2020-02-28T14:24:24,Castilla y León,2,0,,0,0,,
2020-02-28T14:24:24,Cataluña,3,0,,0,0,,
2020-02-28T14:24:24,Ceuta,0,0,,0,0,,
2020-02-28T14:24:24,C. Valenciana,8,0,,0,0,,
2020-02-28T14:24:24,Extremadura,0,0,,0,0,,
2020-02-28T14:24:24,Galicia,0,0,,0,0,,
2020-02-28T14:24:24,Madrid,5,0,,0,0,,
