Fecha,CCAA,Total casos,Nuevos,PCR,testAb,Incidencia Acumulada últimos 14 días,testAbPositivos,TotalPositivos,Hospitalizados,HospitalizatosNuevos,Ingreso UCI,Ingreso UCINuevos,Fallecidos,FallecidosNuevos,Curados,CuradosNuevos
2020-04-15T11:04:28,Andalucía,10595,289,,,49.95,,,5147,,665,,865,,2224,
2020-04-15T11:04:28,Aragón,4338,93,,,140,,,2006,,282,,514,,1012,
2020-04-15T11:04:28,Asturias,2096,45,,,75.67,,,1387,,114,,166,,487,
2020-04-15T11:04:28,Baleares,1606,35,,,41.32,,,857,,149,,125,,881,
2020-04-15T11:04:28,Canarias,1975,17,,,27.63,,,781,,152,,104,,622,
2020-04-15T11:04:28,Cantabria,1823,27,,,104.98,,,873,,76,,132,,363,
2020-04-15T11:04:28,Castilla La Mancha,14680,351,,,375.48,,,7896,,495,,1755,,2998,
2020-04-15T11:04:28,Castilla y León,13697,517,,,285.47,,,6306,,306,,1337,,4521,
2020-04-15T11:04:28,Cataluña,36505,1308,,,215.16,,,23372,,2789,,3756,,16651,
2020-04-15T11:04:28,Ceuta,98,2,,,55.44,,,9,,4,,4,,30,
2020-04-15T11:04:28,C. Valenciana,9424,211,,,69.99,,,4465,,588,,945,,3360,
2020-04-15T11:04:28,Extremadura,2762,78,,,101.43,,,1155,,109,,342,,615,
2020-04-15T11:04:28,Galicia,7708,111,,,121.36,,,2471,,128,,299,,1298,
2020-04-15T11:04:28,Madrid,49526,1478,,,295.44,,,10116,,1244,,6724,,27433,
2020-04-15T11:04:28,Melilla,102,1,,,46.25,,,43,,3,,2,,24,
2020-04-15T11:04:28,Murcia,1520,33,,,32.06,,,574,,97,,109,,513,
2020-04-15T11:04:28,Navarra,4246,96,,,267.34,,,1731,,124,,252,,808,
2020-04-15T11:04:28,País Vasco,11475,249,,,210.03,,,5750,,471,,902,,5428,
2020-04-15T11:04:28,La Rioja,3457,37,,,472.54,,,1182,,75,,246,,1585,
2020-04-15T11:04:28,ESPAÑA,177633,4978,,,160.54,,,76121,,7871,,18579,,70853,
