Fecha,CCAA,Total casos,Incidencia Acumulada últimos 14 días,Hospitalizados,Ingreso UCI,Fallecidos,Curados,Nuevos
2020-03-25T11:21:12,Andalucía,3010,34.57,1433,116,113,71,539
2020-03-25T11:21:12,Aragón,907,65.09,459,75,40,4,149
2020-03-25T11:21:12,Asturias,779,73.24,263,29,25,35,117
2020-03-25T11:21:12,Baleares,562,45.55,164,40,13,28,84
2020-03-25T11:21:12,Canarias,657,27.92,235,43,21,15,100
2020-03-25T11:21:12,Cantabria,510,85.57,241,18,14,12,85
2020-03-25T11:21:12,Castilla La Mancha,2780,132.90,2162,210,263,71,315
2020-03-25T11:21:12,Castilla y León,2940,119.40,1244,170,165,213,480
2020-03-25T11:21:12,Cataluña,9937,128.54,5434,781,516,1274,2073
2020-03-25T11:21:12,Ceuta,9,10.66,2,1,0,0,3
2020-03-25T11:21:12,C. Valenciana,2616,51.03,1071,198,143,44,449
2020-03-25T11:21:12,Extremadura,742,68.97,209,28,39,8,106
2020-03-25T11:21:12,Galicia,1653,59.95,412,69,27,25,238
2020-03-25T11:21:12,Madrid,14597,203.02,11153,1150,1825,3031,2245
2020-03-25T11:21:12,Melilla,38,45.08,14,2,0,0,10
2020-03-25T11:21:12,Murcia,477,31.18,127,33,5,4,92
2020-03-25T11:21:12,Navarra,1197,176.39,506,51,33,23,183
2020-03-25T11:21:12,País Vasco,3271,139.60,1577,119,155,466,543
2020-03-25T11:21:12,La Rioja,928,238.17,254,33,37,43,126
2020-03-25T11:21:12,ESPAÑA,47610,96.56,26960,3166,3434,5367,7937
