Fecha,CCAA,Total casos,Nuevos,PCR,testAb,Incidencia Acumulada últimos 14 días,testAbPositivos,TotalPositivos,Hospitalizados,HospitalizatosNuevos,Ingreso UCI,Ingreso UCINuevos,Fallecidos,FallecidosNuevos,Curados,CuradosNuevos
2020-04-06T10:57:15,Andalucía,8581,280,,,78.68,,,4227,,489,,491,,798,
2020-04-06T10:57:15,Aragón,3347,115,,,205.34,,,1637,,237,,284,,565,
2020-04-06T10:57:15,Asturias,1646,41,,,102.85,,,846,,90,,86,,222,
2020-04-06T10:57:15,Baleares,1320,27,,,80.04,,,683,,121,,81,,531,
2020-04-06T10:57:15,Canarias,1649,27,,,54.24,,,651,,133,,85,,157,
2020-04-06T10:57:15,Cantabria,1483,42,,,195.50,,,658,,65,,77,,118,
2020-04-06T10:57:15,Castilla La Mancha,10602,571,,,419.31,,,2901,,354,,1132,,1259,
2020-04-06T10:57:15,Castilla y León,9116,367,,,294.26,,,2508,,348,,919,,2533,
2020-04-06T10:57:15,Cataluña,26824,792,,,272.29,,,19143,,2276,,2760,,10088,
2020-04-06T10:57:15,Ceuta,83,0,,,90.83,,,9,,4,,3,,2,
2020-04-06T10:57:15,C. Valenciana,7334,150,,,108.58,,,1909,,384,,637,,930,
2020-04-06T10:57:15,Extremadura,2068,21,,,147.51,,,453,,66,,228,,223,
2020-04-06T10:57:15,Galicia,6151,207,,,183.11,,,1916,,170,,190,,610,
2020-04-06T10:57:15,Madrid,38723,1139,,,422.43,,,14501,,1510,,5136,,17322,
2020-04-06T10:57:15,Melilla,86,3,,,67.06,,,38,,3,,2,,11,
2020-04-06T10:57:15,Murcia,1259,24,,,61.18,,,468,,81,,68,,156,
2020-04-06T10:57:15,Navarra,3231,158,,,358.45,,,1432,,124,,187,,380,
2020-04-06T10:57:15,País Vasco,8810,182,,,289.39,,,4794,,410,,548,,3568,
2020-04-06T10:57:15,La Rioja,2719,127,,,622.48,,,888,,66,,141,,964,
2020-04-06T10:57:15,ESPAÑA,135032,4273,,,216.78,,,59662,,6931,,13055,,40437,
